PERMIT#,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,WORK_DESCRIPTION,CONTACT_1_TYPE,CONTACT_1_NAME,CONTACT_2_TYPE,CONTACT_2_NAME,CONTACT_3_TYPE,CONTACT_3_NAME,full_address,is_city_initiated
100623984,4853,N,WESTERN AVE,WRECK AND REMOVE AN EXISTING SINGLE FAMILY FRAME HOME AND GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,"DEERFIELD INVESTORS, LLC",,,4853 N WESTERN AVE,False
100621248,1622,W,ERIE ST,WRECK AND REMVOE A 2 STORY FRAME BUILDING WITH GARAGE.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,"LONGFORD CONSTRUCTION, INC.",,,1622 W ERIE ST,False
100968202,1844,W,IRVING PARK RD,WRECK AND REMOVE A 3 STORY MASONRY MIXED USE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,CARLOS GROUP INC,OWNER,2020 15TH AVE LLC,,,1844 W IRVING PARK RD,False
101003097,9331,S,EWING AVE,"WRECK AND REMOVE A 1 AND 2 STORY CONVEYOR, PICKING HOUSE AND METER SHED",EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CONTRACTOR-GENERAL CONTRACTOR,BRANDENBURG INDUSTRIAL SERVICE COMPANY,OWNER,METAL MANAGEMENT MIDWEST INC,9331 S EWING AVE,False
100622448,1321,W,WOLFRAM ST,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,EXPEDITOR,AXIOS ARCHITECTS & CONSULTANTS,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,"1321 WOLFRAM, LLC",1321 W WOLFRAM ST,False
100624593,751,S,KILBOURN AVE,WRECK & REMOVE 2 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,GREEN IRON DEMOLITION & EXCAVA,OWNER,TIFFANY POLASEK,,,751 S KILBOURN AVE,False
100939872,2417,W,OGDEN AVE,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,ARTEMIDA CONSTRUCTION,CONTRACTOR-WRECKING,CLP II INC.,OWNER,HADDAD REALTY LLC,2417 W OGDEN AVE,False
100623591,2027,W,MELROSE ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,ED AND THERESA LOMASNEY,,,2027 W MELROSE ST,False
100966127,1424,S,KENNETH AVE,EMERGENCY WRECK & REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,LEEWAY WRECKING INC,OWNER,CITY OF CHIGAGO,,,1424 S KENNETH AVE,False
100620809,1821,N,CALIFORNIA AVE,WRECK AND REMOVE A 3 STORY FRAME BUILDING,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,WILMOT CONSTRUCTION,,,1821 N CALIFORNIA AVE,False
100622729,216,W,112TH PL,WRECK & REMOVE 1 STORY FRAME BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,216 W 112TH PL,True
101008765,10733,S,WABASH AVE,EMERGENCY WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,10733 S WABASH AVE,False
100987821,3930,N,LINCOLN AVE,WRECK AND REMOVE A 2 STORY MASONRY MIXED USE BUILDING,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,3914 N LINCOLN LLC,,,3930 N LINCOLN AVE,False
100620930,9328,S,MARQUETTE AVE,EMERGENCY DEMOLITION: WRECK AND REMOVE A 2 STORY FRAME BUILDING (FRONT BUILDING).,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,9328 S MARQUETTE AVE,True
100959991,1334,W,GRENSHAW ST,WRECK AND REMOVE A SINGLE STORY MASONRY RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,J. KEARNEY INC,OWNER,1334-1336 W GRENSHAW LLC,1334 W GRENSHAW ST,False
100624367,2828,W,ADDISON ST,WRECK AND REMOVE A 1 STORY MASONRY COMMERCIAL BUILDING,CONTRACTOR-WRECKING,OMEGA DEMO,OWNER,MOZART PLACE ASSOCIATES,,,2828 W ADDISON ST,False
100998283,1902,N,FREMONT ST,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION LLC,OWNER,LANDROSH DEVELOPMENT LLC,,,1902 N FREMONT ST,False
100620296,2800,S,ASHLAND AVE,WRECK AND REMOVE A 1 STORY CONCRETE COMMERCIAL BUILDING,CONTRACTOR-WRECKING,ROBINETTE DEMO,OWNER,QTS INVESTMENT PROPERTIES,,,2800 S ASHLAND AVE,False
100622474,1038,W,61ST ST,WRECK AND REMOVE A 2 STORY BRICK HOME.,CONTRACTOR-WRECKING,GREEN DEMOLITION CONRTRACTOR,OWNER,COOK COUNTY LAND BANK AUTHORITY,,,1038 W 61ST ST,False
100620312,4523,S,LAFLIN ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION IN,OWNER,HIPOLITO ALAMBAR,,,4523 S LAFLIN ST,False
100622201,1820,N,WOLCOTT AVE,WRECK & REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,SHAUN HARTLEY,,,1820 N WOLCOTT AVE,False
100958422,6948,N,WESTERN AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,"MCDONAGH DEMOLITION, INC",OWNER,CITY OF CHIGAGO,,,6948 N WESTERN AVE,False
100627459,1470,W,RASCHER AVE,WRECK & REMOVE 2 STORY MASONRY RESIDENCE & 1 STORY MASONRY GARAGE,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,CYMBALS LLC,,,1470 W RASCHER AVE,False
100625163,2112,W,GIDDINGS ST,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION IN,OWNER,AMY PAGLIARELLA,,,2112 W GIDDINGS ST,False
100622732,12242,S,UNION AVE,WRECK & REMOVE 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,12242 S UNION AVE,True
100942628,4504,N,CLARK ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-WRECKING,"BRIDGES EXCAVATING, INC.",OWNER,5404 N CLARK LLC,4504 N CLARK ST,False
100958320,215,N,MAY ST,WRECK AND REMOVE A 1 STORY MASONRY BUILDING,CONTRACTOR-GENERAL CONTRACTOR,TAYLOR EXCAVATING & CONSTRUCTION,OWNER,FULTON GROUNDS OWNER LLC,,,215 N MAY ST,False
100627371,8130,S,ESCANABA AVE,EMERGENCY WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,8130 S ESCANABA AVE,True
100953757,8437,S,VERNON AVE,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,ALLIANCE DEMOLITION AND EXCAVATION SERVICES INC,OWNER,CITY OF CHIGAGO,,,8437 S VERNON AVE,False
100622795,3328,S,ABERDEEN ST,WRECK AND REM0VE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,MEGALAN CORPORATION,OWNER,"AVANT GARDE DESIGN GROUP, INC",,,3328 S ABERDEEN ST,False
100622172,1522,W,WELLINGTON AVE,WRECK AND REMOVE A 1 STORY FRAME COACH HOUSE IN REAR,CONTRACTOR-WRECKING,IMPACTOR P AND P INC,OWNER,1522 W WELLINGTON LLC,,,1522 W WELLINGTON AVE,False
100635971,1919,W,WELLINGTON AVE,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,"TRAPANI BUILDERS, LLC",,,1919 W WELLINGTON AVE,False
100995386,2226,W,50TH ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-GENERAL CONTRACTOR,TIR CONAILL CONCRETE INC,OWNER,JOSE BAHENA,,,2226 W 50TH ST,False
100279972,3110,N,SOUTHPORT AVE,WRECK AND REMOVE A FRAME  S.F.R. WITH GARAGE,CONTRACTOR-WRECKING,WICKLOW TOP SOIL,OWNER,SERGIU CARAUS,,,3110 N SOUTHPORT AVE,False
100628016,5909,S,EGGLESTON AVE,WRECK AND REMOVE A 1 STORY FRAME RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NORFOLK SOUTHERN,,,5909 S EGGLESTON AVE,False
100280537,344,E,GARFIELD BLVD,DEMOLITION OF A 1 STORY BRICK BUILDING.,CONTRACTOR-WRECKING,SPIRIT WRECKING & EXCAVATION,OWNER,UNIVERSITY OF CHICAGO,,,344 E GARFIELD BLVD,False
100636600,625,N,LARAMIE AVE,EMERGENCY WRECK & REMOVE A 2 STORY FRAME BUILDING,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,625 N LARAMIE AVE,True
100633076,5535,S,ABERDEEN ST,WRECK & REMOVE 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,FANNIE MAE,,,5535 S ABERDEEN ST,False
100628750,4037,W,ADAMS ST,WRECK AND REMOVE A 3 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,4037 W ADAMS ST,True
100279771,5701,S,COTTAGE GROVE AVE,WRECK & REMOVE 4 STORY CONCRETE PARKING GARAGE,CONTRACTOR-WRECKING,AMERICAN DEMOLITION COR,OWNER,UNIVERSITY OF CHICAGO,,,5701 S COTTAGE GROVE AVE,False
100280220,3100,S,KEDZIE AVE,"WRECK AND REMOVE A FOUR STORY BRICK BUILDING,(BUILDING 'D' - WASHBURNE TRADE SCHOOL CAMPUS). ALL DEMOLITION WORK SUBJECT TO FIELD INSPECTION.",CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CHICAGO PUBLIC SCHOOLS,,,3100 S KEDZIE AVE,False
100635537,521,W,DIVERSEY PKWY,WRECK AND REMOVE A 1 AND 2 STORY COMMERCIAL MASONRY BUILDING,CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,BENACH CATERA SM LLC,,,521 W DIVERSEY PKWY,False
100631086,3135,N,WASHTENAW AVE,WRECK AND REMOVE A 2 STORY HOUSE AND 2 CAR GARAGE.,CONTRACTOR-WRECKING,MULROY DEMOLITION & EXCAVATION,OWNER,CONCORD REMODELING,,,3135 N WASHTENAW AVE,False
100627597,4912,N,LINCOLN AVE,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,MULROY DEMOLITION & EXCAVATION,OWNER,4912 N. LINCOLN LLC,,,4912 N LINCOLN AVE,False
100279789,2701,W,JACKSON BLVD,EMERGENCY DEMOLITION OF A 3 STORY RESIDENTIAL BUILDING            (2701-03 W. JACKSON),CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,CITY OF CHICAGO,,,2701 W JACKSON BLVD,True
100631921,10827,S,AVENUE H,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,MIDLAND MORTGAGE - A DIVISION OF MIDFIRST BANK,,,10827 S AVENUE H,False
100625547,911,W,59TH ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,GREEN DEMOLITION CONRTRACTOR,OWNER,COOK COUNTY LAND BANK AUTHORITY,,,911 W 59TH ST,False
100631667,2521,N,HALSTED ST,WRECK AND REMOVE AN EXISTING MULTI USE MASONRY BUILDING AND GARAGE.,CONTRACTOR-GENERAL CONTRACTOR,PRECISION EXCAVATION L L C,OWNER,2521 HALSTED LLC,,,2521 N HALSTED ST,False
100707254,4039,N,ALBANY AVE,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,EXPEDITOR,EXPEDITING SERVICE,CONTRACTOR-WRECKING,DEMOX,OWNER,MIRON R YATSIK,4039 N ALBANY AVE,False
100627612,3939,N,KENNETH AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,UNITED CHICAGO BUILDERS,,,3939 N KENNETH AVE,False
100289296,1854,S,TROY ST,WRECK AND REMOVE A BRICK 2 CAR GARAGE.,CONTRACTOR-WRECKING,"SCIORTINO GROUP, INC.",OWNER,LAWNDALE CHRISTIAN DEVELOPMENT GROUP,,,1854 S TROY ST,False
100282015,9328,S,RHODES AVE,WRECK AND REMOVE A 1 1\2 STORY BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,JUANITA STRONG,,,9328 S RHODES AVE,False
100625893,6343,N,MCCORMICK RD,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CHEDER LUBAVITCH HEBREW DAY SCHOOL,,,6343 N MCCORMICK RD,False
100280215,3100,S,KEDZIE AVE,"WRECK AND REMOVE A FOUR STORY BRICK BUILDING,(BUILDING 'A,B,C' - WASHBURNE TRADE SCHOOL CAMPUS).ALL DEMOLITION WORK SUBJECT TO FIELD INSPECTION.",CONTRACTOR-WRECKING,"D.M.D. SERVICES, INC.",OWNER,CHICAGO PUBLIC SCHOOLS,,,3100 S KEDZIE AVE,False
100627028,5005,W,HURON ST,WRECK AND REMOVE A 2 STORY BRICK.,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,5005 W HURON ST,True
100630349,1223,W,BARRY AVE,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,1223 W BARRY LLC,,,1223 W BARRY AVE,False
100632902,1218,W,MORSE AVE,WRECK AND REMOVE A 2 STORY MASONRY BUILDING,CONTRACTOR-WRECKING,"GROUND CREW,INC",OWNER,1224 W MORSE INC,,,1218 W MORSE AVE,False
100627205,2339,W,HURON ST,WRECK & REMOVE 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,"LAGOS GENERAL CONTRACTORS, INC",OWNER,2339 W. HURON LLC,,,2339 W HURON ST,False
101027797,3422,S,MORGAN ST,WRECK AND REMOVE A 2 STORY MASONRY/FRAME MULTI UNIT RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,SCIORTINO GROUP INC,OWNER,WAI GAT KUO,,,3422 S MORGAN ST,False
100635304,2734,N,MAGNOLIA AVE,WRECK AND REMOVE AN EXISTING FRAME SFR AND GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,2734 MAGNOLIA LLC,,,2734 N MAGNOLIA AVE,False
100634225,3402,W,NORTH AVE,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,CONTRACTOR-WRECKING,MIDWEST WRECKING,OWNER,CR REALTY ADVISORS,,,3402 W NORTH AVE,False
100625371,2216,W,THOMAS ST,PARTIAL DEMOLITION OF A BRICK BUILDING.,CONTRACTOR-WRECKING,BREAK THRU ENTERPRISES,OWNER,PRESENCE HEALTH,,,2216 W THOMAS ST,False
101011684,3041,W,LYNDALE ST,WRECK AND REMOVE A 2 STORY FRAME/MASONRY MULTI RESIDENCE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,B&K CONCRETE 1 INC,OWNER,3039-41 W LYNDALE LLC,3041 W LYNDALE ST,False
100633686,3945,N,MILWAUKEE AVE,WRECK & REMOVE 1 STORY BRICK BUILDING,CONTRACTOR-WRECKING,NF DEMOLITION,OWNER,CSD SIX CORNERS LLC,,,3945 N MILWAUKEE AVE,False
100631889,3142,W,41ST ST,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,FREDDIE MAC,,,3142 W 41ST ST,False
100279745,939,N,WINCHESTER AVE,WRECK AND REMOVE A 2 STORY BRICK HOUSE & 2 CAR GARARE GARAGE.,CONTRACTOR-WRECKING,DEMOX,OWNER,JAREK PIETRZUU,,,939 N WINCHESTER AVE,False
100280450,1439,W,ROSCOE ST,WRECK & REMOVE 2 STORY BRICK RESIDENCE BUILDING,CONTRACTOR-WRECKING,CORONET CONSTRUCTION INC.,OWNER,RITA & KEVIN POWERS,,,1439 W ROSCOE ST,False
100628048,1136,W,RANDOLPH ST,WRECK AND REMOVE A 2 STORY MASONRY COMMERICAL BUILDING,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,"1132-40 W. RANDOLPH, LLC",,,1136 W RANDOLPH ST,False
100280018,10509,S,WOOD ST,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE WITH A GARAGE.,CONTRACTOR-WRECKING,C & R EXCAVATING,OWNER,LIAM CULLEN,,,10509 S WOOD ST,False
100627782,1400,W,44TH ST,WRECK AND REMOVE A 1 STORY BRICK BUILDING (FORMER WAREHOUSE),CONTRACTOR-WRECKING,HENEGHAN WRECK/EXCAV,OWNER,"DCT STOCKYARDS, LLC",,,1400 W 44TH ST,False
100635821,1804,W,95TH ST,PARTIAL DEMOLITION OF A MULTGI UNIT 1 STORY MASONRY RETAIL PLAZA. (PLANS TO BE SUBMITTED BEFORE WE CAN ISSUE WRECK PERMIT).,CONTRACTOR-WRECKING,ENVIRONMENTAL CLEANSIN,OWNER,"G & H DEVELOPMERS, CORP",,,1804 W 95TH ST,False
100628733,835,N,LESSING ST,WRECK AND REMOVE A 1 STORY COMMERICIAL MASONRY STRUCTURE. REAR BUILDING.,CONTRACTOR-WRECKING,TAYLOR EXCAVATING/CONS,OWNER,"806 N. PEORIA BUILDING, LLC",,,835 N LESSING ST,False
100631912,3073,S,LYMAN ST,WRECK AND REMOVE A 2 STORY FRAME BUILDING & 1 STORY FRAME DETACHED GARAGE.,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,JUAN ISABEL MUNOZ,,,3073 S LYMAN ST,False
100630122,3700,W,63RD ST,WRECK & REMOVE 1 & 2 STORY BRICK MIXED USE BUILDING,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,3700 W 63RD STREET LLC,,,3700 W 63RD ST,False
100625809,4467,N,ELSTON AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,GREEN IRON DEMOLITION & EXCAVA,OWNER,MARKO KARACIC,,,4467 N ELSTON AVE,False
100631932,4319,N,DRAKE AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING & 1 STORY FRAME DETACHED GARAGE.,CONTRACTOR-WRECKING,DS CONSTRUCTION,OWNER,GREGORZ GIBAS,,,4319 N DRAKE AVE,False
100636568,1600,N,ELSTON AVE,WRECK AND REMOVE A 1 STORY MASONRY GAS STATION AND CANOPY,EXPEDITOR,WINDY CITY CONTRACTING/CONSULT,CONTRACTOR-WRECKING,ANYWAY CONCRETE INC,OWNER,BRITISH PETROLEUM,1600 N ELSTON AVE,False
100634923,1524,W,79TH ST,EMERGENCY WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING (1524-30 W 79TH),CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,1524 W 79TH ST,True
100634590,7706,S,GREENWOOD AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,GREEN IRON DEMOLITION & EXCAVA,OWNER,ALEXIS MCDOWELL,,,7706 S GREENWOOD AVE,False
100280079,3531,N,BROADWAY,,CONTRACTOR-WRECKING,BREAK THRU ENTERPRISES,OWNER,SUPERVALU,,,3531 N BROADWAY,False
100627815,3313,N,OAKLEY AVE,WRECK AND REMOVE A 2 STORY FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,SILVER RIVER DEVELOPMENT,,,3313 N OAKLEY AVE,False
100625500,5233,S,BISHOP ST,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION IN,OWNER,SWIFT RESOLUTIONS,,,5233 S BISHOP ST,False
101030347,2119,W,HURON ST,WRECK AND REMOVE A 2 STORY MASONRY MULTI UNIT RESIDENCE AND A DETACHED MASONRY GARAGE,EXPEDITOR,AGATA J. BIELUT,CONTRACTOR-GENERAL CONTRACTOR,ALL CONCRETE CHICAGO INC,OWNER,KA DEVELOPMENT,2119 W HURON ST,False
100630119,5438,N,NEENAH AVE,WRECK & REMOVE 1 STORY FRAME BUILDING,CONTRACTOR-WRECKING,MMT DEMOLITION.INC,OWNER,PMG BUILDING CONSTRACTORS,,,5438 N NEENAH AVE,False
100635331,833,W,51ST PL,WRECK & REMOVE 2 STORY FRAME RESIDENCE,CONTRACTOR-WRECKING,ALLIANCE DEMOLITION SERVICES I,OWNER,CITY OF CHICAGO,,,833 W 51ST PL,True
101017277,1914,N,DAYTON ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-GENERAL CONTRACTOR,VIEWPOINT SERVICES INC DBA BROPHY EXCAVATION,OWNER,1914 DAYTON LLC,,,1914 N DAYTON ST,False
100629236,7620,S,TROY ST,WRECK & REMOVE A 1 STORY INDUSTRIAL BUILDING.,CONTRACTOR-WRECKING,OMEGA DEMO,OWNER,JOSHUA COOLEY,,,7620 S TROY ST,False
100707250,4059,W,CRYSTAL ST,EMERGENCY WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE,CONTRACTOR-WRECKING,SIMPLEE REMOVAL & TRUCKING INC,OWNER,CITY OF CHIGAGO,,,4059 W CRYSTAL ST,False
100629113,2027,W,BELMONT AVE,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,"2027 BELMONT, LLC",,,2027 W BELMONT AVE,False
100628161,5426,W,WALTON ST,WRECK & REMOVE 1 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,5426 W WALTON ST,True
100634555,3410,W,OGDEN AVE,EMERGENCY WRECK AND REMOVE A 1 STORY BRICK GARAGE,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,3410 W OGDEN AVE,True
100634959,2444,N,ELSTON AVE,PARTIAL DEMOLITION OF A 2 STORY LOCKER ROOM PORTION ONLY FOR MIDTOWN M1 EXPANSION PROJECT (REFERENCE PERMIT #D14083-07).,CONTRACTOR-WRECKING,NATIONAL WRECKING CO,OWNER,TENNIS CORPORATION OF AMERICA,,,2444 N ELSTON AVE,False
100630685,6444,S,WOLCOTT AVE,WRECK AND REMOVE A SFR FRAME RESIENTIAL.,CONTRACTOR-WRECKING,MC DONAGH DEMOLITION,OWNER,CITY OF CHICAGO,,,6444 S WOLCOTT AVE,True
100631533,2740,N,RACINE AVE,WRECK AND REMOVE A 2 STORY FRAME BUILDING WITH GARAGE.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,2740 N RACINE CORP,,,2740 N RACINE AVE,False
100630164,5632,S,THROOP ST,WRECK & REMOVE 2 STORY BRICK RESIDENCE,CONTRACTOR-WRECKING,SYLVESTER BENSON DBA BENSON &,OWNER,ALTISOURCE,,,5632 S THROOP ST,False
100628550,7035,S,BISHOP ST,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND DETACHED 1 STORY FRAME GARAGE,CONTRACTOR-WRECKING,MBR WRECKING & CONSTRUCTION,OWNER,MOSES HOPES,,,7035 S BISHOP ST,False
100633830,1930,N,ORCHARD ST,WRECK AND REMOVE A 2 STORY SFR.,EXPEDITOR,CYNTHIA INCH INC.,CONTRACTOR-WRECKING,QUALITY EXCAVATION,OWNER,"LAKE ENTERPRISES, LLC",1930 N ORCHARD ST,False
100633490,2750,N,MAGNOLIA AVE,WRECK AND REMOVE AN EXISTING MASONRY CHURCH.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,ILLINOIS CONFERENCE OF THE UNITED CHURCH,,,2750 N MAGNOLIA AVE,False
100635302,1917,N,FREMONT ST,WRECK AND REMOVE AN EXISTING MASONRY SFR AND GARAGE.,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,DARREN SNYDER,,,1917 N FREMONT ST,False
100628017,408,W,60TH PL,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,NORFOLK SOUTHERN,,,408 W 60TH PL,False
100625724,1339,W,110TH PL,WRECK AND REMOVE A 1 STORY BRICK SINGLE FAMILY HOME.,CONTRACTOR-WRECKING,DELTA DEMOLITION,OWNER,CITY OF CHICAGO,,,1339 W 110TH PL,True
101023605,4715,N,SPRINGFIELD AVE,WRECK AND REMOVE A 2 STORY MULTI UNIT RESIDENCE,EXPEDITOR,ONTIME EXPEDITING,CONTRACTOR-GENERAL CONTRACTOR,"MBR WRECKING & CONSTRUCTION, INC.",OWNER,CHARLOTTE LEBEAU,4715 N SPRINGFIELD AVE,False
100628033,8915,S,MAY ST,WRECK AND REMOVE A 2 STORY BRICK RESIDENTIAL BUILDING.,CONTRACTOR-WRECKING,LEEWAY WRECKER INC.,OWNER,CITY OF CHICAGO,,,8915 S MAY ST,True
100626670,3635,N,ARTESIAN AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND A DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,MEGALAN CORPORATION,OWNER,3635 ARTESIAN INC,,,3635 N ARTESIAN AVE,False
100633942,457,N,ABERDEEN ST,WRECK AND REMOVE A 2 STORY FRAME BUIDLING.,CONTRACTOR-WRECKING,"PRO EXCAVATING, INC.",OWNER,I & M CONSTRUCTION,,,457 N ABERDEEN ST,False
100626639,2232,W,HURON ST,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,EXPEDITOR,AXIOS ARCHITECTS & CONSULTANTS,CONTRACTOR-WRECKING,PRECISION EXCAVATION L L C,OWNER,2232 HURON LLC,2232 W HURON ST,False
100633714,3753,N,KILDARE AVE,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,CONTRACTOR-WRECKING,"TIR CONAILL CONRECTE, INC",OWNER,JENNIFER KOTECKI,,,3753 N KILDARE AVE,False
